Graph;Is Planar?
grafo10140.40.gml;false
grafo10141.38.gml;true
grafo10142.37.gml;false
grafo10143.93.gml;false
grafo10144.98.gml;false
grafo10145.94.gml;false
grafo10146.97.gml;false
grafo10147.94.gml;false
grafo10148.97.gml;false
grafo10149.95.gml;false
grafo1015.16.gml;true
grafo10150.95.gml;false
grafo10151.94.gml;false
grafo10152.96.gml;false
grafo10153.100.gml;false
grafo10154.94.gml;false
grafo10155.97.gml;false
grafo10156.97.gml;false
grafo10157.94.gml;false
grafo10158.91.gml;false
grafo10159.95.gml;false
grafo1016.18.gml;true
grafo10160.96.gml;false
grafo10161.99.gml;false
grafo10162.93.gml;false
grafo10163.93.gml;false
grafo10164.98.gml;false
grafo10165.96.gml;false
grafo10166.98.gml;false
grafo10167.96.gml;false
grafo10168.95.gml;false
grafo10169.93.gml;false
grafo1017.15.gml;true
grafo10170.96.gml;false
grafo10171.99.gml;false
grafo10172.99.gml;false
grafo10173.97.gml;false
grafo10174.95.gml;false
grafo10175.99.gml;false
grafo10176.97.gml;false
grafo10177.96.gml;false
grafo10178.99.gml;false
grafo10179.97.gml;false
grafo1018.29.gml;false
grafo10180.98.gml;false
grafo10181.93.gml;false
grafo10182.33.gml;true
grafo10183.100.gml;false
grafo10184.100.gml;false
grafo10185.32.gml;true
grafo10186.39.gml;true
grafo10187.33.gml;true
grafo10188.38.gml;false
grafo10189.38.gml;true
grafo1019.11.gml;true
grafo10190.34.gml;false
grafo10191.34.gml;true
grafo10192.39.gml;true
grafo10193.38.gml;false
grafo10194.97.gml;false
grafo10195.99.gml;false
grafo10196.94.gml;false
grafo10197.96.gml;false
grafo10198.94.gml;false
grafo10199.98.gml;false
grafo1020.12.gml;true
grafo10200.96.gml;false
grafo10201.93.gml;false
grafo10202.92.gml;false
grafo10203.97.gml;false
grafo10204.100.gml;false
grafo10205.97.gml;false
grafo10206.97.gml;false
grafo10207.98.gml;false
grafo10208.98.gml;false
grafo10209.99.gml;false
grafo1021.14.gml;true
grafo10210.92.gml;false
grafo10211.92.gml;false
grafo10212.97.gml;false
grafo10213.99.gml;false
grafo10214.94.gml;false
grafo10215.93.gml;false
grafo10216.97.gml;false
grafo10217.99.gml;false
grafo10218.99.gml;false
grafo10219.99.gml;false
grafo1022.17.gml;true
grafo10220.97.gml;false
grafo10221.95.gml;false
grafo10222.99.gml;false
grafo10223.100.gml;false
grafo10224.95.gml;false
grafo10225.99.gml;false
grafo10226.97.gml;false
grafo10227.96.gml;false
grafo10228.95.gml;false
grafo10229.36.gml;true
grafo1023.11.gml;true
grafo10230.37.gml;true
grafo10231.32.gml;true
grafo10232.37.gml;false
grafo10233.34.gml;true
grafo10234.39.gml;false
grafo10235.39.gml;false
grafo10236.95.gml;false
grafo10237.100.gml;false
grafo10239.91.gml;false
grafo1024.20.gml;true
grafo10240.97.gml;false
grafo10241.95.gml;false
grafo10242.93.gml;false
grafo10243.95.gml;false
grafo10244.99.gml;false
grafo10245.92.gml;false
grafo10246.96.gml;false
grafo10247.95.gml;false
grafo10248.100.gml;false
grafo10249.94.gml;false
grafo1025.15.gml;true
grafo10250.100.gml;false
grafo10252.96.gml;false
grafo10253.97.gml;false
grafo10254.94.gml;false
grafo10255.93.gml;false
grafo10256.96.gml;false
grafo10257.100.gml;false
grafo10258.96.gml;false
grafo10259.100.gml;false
grafo1026.26.gml;false
grafo10260.98.gml;false
grafo10261.96.gml;false
grafo10262.100.gml;false
grafo10263.97.gml;false
grafo10264.99.gml;false
grafo10265.100.gml;false
grafo10266.94.gml;false
grafo10267.95.gml;false
grafo10268.97.gml;false
grafo10269.99.gml;false
grafo1027.11.gml;true
grafo10270.93.gml;false
grafo10271.100.gml;false
grafo10273.97.gml;false
grafo10274.99.gml;false
grafo10275.97.gml;false
grafo10276.41.gml;false
grafo10277.35.gml;true
grafo10278.40.gml;false
grafo10279.32.gml;true
grafo1028.16.gml;true
grafo10280.37.gml;false
grafo10281.34.gml;true
grafo10282.40.gml;false
grafo10283.92.gml;false
grafo10284.36.gml;false
grafo10285.39.gml;false
grafo10286.97.gml;false
grafo10287.92.gml;false
grafo10288.95.gml;false
grafo10289.99.gml;false
grafo1029.16.gml;true
grafo10290.95.gml;false
grafo10291.93.gml;false
grafo10292.100.gml;false
grafo10293.99.gml;false
grafo10294.100.gml;false
grafo10295.95.gml;false
grafo10296.100.gml;false
grafo10297.98.gml;false
grafo10298.97.gml;false
grafo10299.94.gml;false
grafo1030.15.gml;true
grafo10300.94.gml;false
grafo10301.94.gml;false
grafo10302.96.gml;false
grafo10303.96.gml;false
grafo10304.94.gml;false
grafo10305.100.gml;false
grafo10306.95.gml;false
grafo10307.99.gml;false
grafo10308.96.gml;false
grafo10309.94.gml;false
grafo1031.16.gml;true
grafo10310.93.gml;false
grafo10311.91.gml;false
grafo10312.91.gml;false
grafo10313.94.gml;false
grafo10314.96.gml;false
grafo10315.98.gml;false
grafo10316.100.gml;false
grafo10317.91.gml;false
grafo10318.98.gml;false
grafo10319.92.gml;false
grafo1032.10.gml;true
grafo10320.95.gml;false
grafo10321.97.gml;false
grafo10322.97.gml;false
grafo10323.97.gml;false
grafo10324.99.gml;false
grafo10325.96.gml;false
grafo10326.93.gml;false
grafo10327.97.gml;false
grafo10328.92.gml;false
grafo10329.97.gml;false
grafo1033.24.gml;true
grafo10330.96.gml;false
grafo10331.100.gml;false
grafo10332.94.gml;false
grafo10333.33.gml;true
grafo10334.94.gml;false
grafo10335.40.gml;false
grafo10336.37.gml;false
grafo10337.36.gml;true
grafo10338.33.gml;true
grafo10339.95.gml;false
grafo1034.29.gml;true
grafo10340.33.gml;true
grafo10341.41.gml;true
grafo10342.37.gml;false
grafo10343.94.gml;false
grafo10344.100.gml;false
grafo10345.95.gml;false
grafo10346.97.gml;false
grafo10348.99.gml;false
grafo10349.94.gml;false
grafo1035.37.gml;false
grafo10350.96.gml;false
grafo10351.97.gml;false
grafo10352.95.gml;false
grafo10353.99.gml;false
grafo10354.99.gml;false
grafo10355.94.gml;false
grafo10356.97.gml;false
grafo10357.94.gml;false
grafo10358.95.gml;false
grafo10359.95.gml;false
grafo1036.20.gml;true
grafo10360.93.gml;false
grafo10361.97.gml;false
grafo10362.94.gml;false
grafo10363.98.gml;false
grafo10364.100.gml;false
grafo10365.97.gml;false
grafo10366.99.gml;false
grafo10367.96.gml;false
grafo10368.96.gml;false
grafo10369.100.gml;false
grafo1037.22.gml;false
grafo10370.98.gml;false
grafo10371.95.gml;false
grafo10372.100.gml;false
grafo10373.94.gml;false
grafo10374.97.gml;false
grafo10376.92.gml;false
grafo10377.94.gml;false
grafo10378.100.gml;false
grafo10379.95.gml;false
grafo1038.23.gml;true
grafo10380.98.gml;false
grafo10381.99.gml;false
grafo10382.94.gml;false
grafo10383.99.gml;false
grafo10384.99.gml;false
grafo10385.94.gml;false
grafo10386.99.gml;false
grafo10387.97.gml;false
grafo10388.95.gml;false
grafo10389.94.gml;false
grafo1039.14.gml;true
grafo10390.95.gml;false
grafo10391.94.gml;false
grafo10392.94.gml;false
grafo10393.96.gml;false
grafo10394.100.gml;false
grafo10395.36.gml;true
grafo10396.33.gml;true
grafo10397.36.gml;false
grafo10398.35.gml;true
grafo10399.33.gml;true
grafo1040.25.gml;true
grafo10400.33.gml;true
grafo10401.38.gml;false
grafo10402.40.gml;true
grafo10403.38.gml;false
grafo10404.97.gml;false
grafo10405.97.gml;false
grafo10406.97.gml;false
grafo10407.93.gml;false
grafo10408.93.gml;false
grafo10409.96.gml;false
grafo1041.49.gml;true
grafo10410.93.gml;false
grafo10411.98.gml;false
grafo10412.94.gml;false
grafo10413.93.gml;false
grafo10414.98.gml;false
grafo10415.94.gml;false
grafo10416.96.gml;false
grafo10417.95.gml;false
grafo10418.100.gml;false
grafo10419.91.gml;false
grafo1042.14.gml;true
grafo10420.97.gml;false
grafo10421.99.gml;false
grafo10422.97.gml;false
grafo10424.93.gml;false
grafo10425.93.gml;false
grafo10426.100.gml;false
grafo10427.95.gml;false
grafo10428.35.gml;true
grafo10429.100.gml;false
grafo1043.15.gml;true
grafo10430.95.gml;false
grafo10431.95.gml;false
grafo10432.99.gml;false
grafo10433.97.gml;false
grafo10434.98.gml;false
grafo10435.96.gml;false
grafo10436.95.gml;false
grafo10437.97.gml;false
grafo10438.97.gml;false
grafo10439.96.gml;false
grafo1044.23.gml;true
grafo10440.93.gml;false
grafo10441.98.gml;false
grafo10442.97.gml;false
grafo10443.98.gml;false
grafo10444.100.gml;false
grafo10445.94.gml;false
grafo10446.95.gml;false
grafo10447.99.gml;false
grafo10448.98.gml;false
grafo10449.96.gml;false
grafo1045.29.gml;false
grafo10450.36.gml;false
grafo10451.95.gml;false
grafo10452.94.gml;false
grafo10453.97.gml;false
grafo10454.33.gml;true
grafo10455.38.gml;true
grafo10456.33.gml;true
grafo10457.36.gml;false
grafo10458.31.gml;true
grafo10459.37.gml;true
grafo1046.17.gml;true
grafo10460.36.gml;true
grafo10461.36.gml;false
grafo10462.36.gml;true
grafo10463.36.gml;false
grafo10464.96.gml;false
grafo10465.96.gml;false
grafo10466.94.gml;false
grafo10467.100.gml;false
grafo10468.99.gml;false
grafo10469.100.gml;false
grafo1047.16.gml;true
grafo10470.92.gml;false
grafo10471.94.gml;false
grafo10472.32.gml;true
grafo10473.95.gml;false
grafo10474.94.gml;false
grafo10475.98.gml;false
grafo10476.95.gml;false
grafo10477.91.gml;false
grafo10478.94.gml;false
grafo10479.98.gml;false
grafo1048.18.gml;true
grafo10480.95.gml;false
grafo10481.95.gml;false
grafo10482.94.gml;false
grafo10483.34.gml;false
grafo10484.99.gml;false
grafo10485.94.gml;false
grafo10486.97.gml;false
grafo10487.95.gml;false
grafo10488.98.gml;false
grafo10489.95.gml;false
grafo1049.21.gml;true
grafo10490.99.gml;false
grafo10491.97.gml;false
grafo10492.96.gml;false
grafo10493.94.gml;false
grafo10494.40.gml;false
grafo10495.97.gml;false
grafo10496.98.gml;false
grafo10497.95.gml;false
grafo10498.99.gml;false
grafo10499.96.gml;false
grafo1050.18.gml;false
grafo10500.91.gml;false
grafo10501.96.gml;false
grafo10502.91.gml;false
grafo10503.100.gml;false
grafo10504.100.gml;false
grafo10505.39.gml;false
grafo10506.98.gml;false
grafo10507.93.gml;false
grafo10508.100.gml;false
grafo10509.32.gml;false
grafo1051.34.gml;true
grafo10510.35.gml;true
grafo10511.34.gml;false
grafo10512.36.gml;true
grafo10513.37.gml;false
grafo10514.39.gml;false
grafo10515.39.gml;false
grafo10516.94.gml;false
grafo10517.93.gml;false
grafo10518.94.gml;false
grafo10519.98.gml;false
grafo1052.22.gml;false
grafo10520.99.gml;false
grafo10522.99.gml;false
grafo10523.97.gml;false
grafo10524.97.gml;false
grafo10525.100.gml;false
grafo10526.97.gml;false
grafo10527.93.gml;false
grafo10528.98.gml;false
grafo10529.98.gml;false
grafo1053.32.gml;true
grafo10530.100.gml;false
grafo10531.96.gml;false
grafo10532.99.gml;false
grafo10533.100.gml;false
grafo10534.100.gml;false
grafo10535.100.gml;false
grafo10536.99.gml;false
grafo10537.95.gml;false
grafo10538.100.gml;false
grafo1054.11.gml;true
grafo10540.97.gml;false
grafo10541.93.gml;false
grafo10542.100.gml;false
grafo10543.95.gml;false
grafo10544.93.gml;false
grafo10545.93.gml;false
grafo10546.98.gml;false
grafo10547.94.gml;false
grafo10548.94.gml;false
grafo10549.99.gml;false
grafo1055.19.gml;true
grafo10550.100.gml;false
grafo10551.90.gml;false
grafo10552.96.gml;false
grafo10553.98.gml;false
grafo10554.93.gml;false
grafo10555.98.gml;false
grafo10556.100.gml;false
grafo10557.98.gml;false
grafo10558.97.gml;false
grafo10559.98.gml;false
grafo1056.17.gml;true
grafo10560.95.gml;false
grafo10561.97.gml;false
grafo10562.33.gml;true
grafo10563.41.gml;false
grafo10564.37.gml;false
grafo10565.32.gml;true
grafo10566.36.gml;false
grafo10567.38.gml;false
grafo10568.39.gml;false
grafo10569.36.gml;false
grafo1057.16.gml;true
grafo10570.95.gml;false
grafo10571.93.gml;false
grafo10572.92.gml;false
grafo10573.93.gml;false
grafo10574.94.gml;false
grafo10575.99.gml;false
grafo10577.100.gml;false
grafo10578.96.gml;false
grafo10579.96.gml;false
grafo1058.14.gml;true
grafo10580.98.gml;false
grafo10581.98.gml;false
grafo10582.94.gml;false
grafo10583.94.gml;false
grafo10584.100.gml;false
grafo10585.93.gml;false
grafo10586.100.gml;false
grafo10587.94.gml;false
grafo10588.93.gml;false
grafo10589.93.gml;false
grafo1059.18.gml;true
grafo10590.96.gml;false
grafo10591.99.gml;false
grafo10592.98.gml;false
grafo10593.98.gml;false
grafo10594.94.gml;false
grafo10595.95.gml;false
grafo10596.99.gml;false
grafo10597.95.gml;false
grafo10598.99.gml;false
grafo10599.97.gml;false
grafo1060.11.gml;true
grafo10600.93.gml;false
grafo10601.93.gml;false
grafo10602.94.gml;false
grafo10603.100.gml;false
grafo10605.99.gml;false
grafo10606.94.gml;false
grafo10607.94.gml;false
grafo10608.93.gml;false
grafo10609.100.gml;false
grafo1061.11.gml;true
grafo10610.95.gml;false
grafo10611.94.gml;false
grafo10612.94.gml;false
grafo10613.96.gml;false
grafo10614.92.gml;false
grafo10615.40.gml;false
grafo10616.96.gml;false
grafo10617.34.gml;true
grafo10618.38.gml;false
grafo10619.36.gml;true
grafo1062.15.gml;true
grafo10620.35.gml;true
grafo10621.37.gml;false
grafo10622.39.gml;false
grafo10623.98.gml;false
grafo10624.91.gml;false
grafo10625.100.gml;false
grafo10626.100.gml;false
grafo10627.96.gml;false
grafo10628.96.gml;false
grafo10629.100.gml;false
grafo1063.14.gml;true
grafo10630.94.gml;false
grafo10631.98.gml;false
grafo10632.100.gml;false
grafo10633.100.gml;false
grafo10634.96.gml;false
grafo10635.95.gml;false
grafo10636.95.gml;false
grafo10637.94.gml;false
grafo10638.100.gml;false
grafo10639.91.gml;false
grafo1064.21.gml;true
grafo10640.94.gml;false
grafo10641.99.gml;false
grafo10642.90.gml;false
grafo10643.94.gml;false
grafo10644.100.gml;false
grafo10645.95.gml;false
grafo10646.100.gml;false
grafo10647.98.gml;false
grafo10648.98.gml;false
grafo10649.95.gml;false
grafo1065.14.gml;true
grafo10650.98.gml;false
grafo10651.90.gml;false
grafo10652.100.gml;false
grafo10653.100.gml;false
grafo10654.96.gml;false
grafo10655.34.gml;true
grafo10656.98.gml;false
grafo10657.39.gml;false
grafo10658.35.gml;true
grafo10659.38.gml;false
grafo1066.11.gml;true
grafo10660.37.gml;false
grafo10661.95.gml;false
grafo10662.100.gml;false
grafo10663.99.gml;false
grafo10665.100.gml;false
grafo10666.98.gml;false
grafo10667.98.gml;false
grafo10668.99.gml;false
grafo10669.93.gml;false
grafo1067.13.gml;true
grafo10670.100.gml;false
grafo10671.100.gml;false
grafo10672.98.gml;false
grafo10673.93.gml;false
grafo10674.99.gml;false
grafo10675.95.gml;false
grafo10676.100.gml;false
grafo10677.95.gml;false
grafo10678.98.gml;false
grafo10679.100.gml;false
grafo1068.12.gml;true
grafo10680.95.gml;false
grafo10681.93.gml;false
grafo10682.98.gml;false
grafo10683.97.gml;false
grafo10684.95.gml;false
grafo10685.98.gml;false
grafo10686.96.gml;false
grafo10687.96.gml;false
grafo10688.95.gml;false
grafo10689.98.gml;false
grafo1069.16.gml;true
grafo10690.96.gml;false
grafo10691.95.gml;false
grafo10692.92.gml;false
grafo10693.98.gml;false
grafo10694.96.gml;false
grafo10695.98.gml;false
grafo10696.99.gml;false
grafo10697.95.gml;false
grafo10698.95.gml;false
grafo10699.98.gml;false
grafo1070.10.gml;true
grafo10700.98.gml;false
grafo10701.99.gml;false
grafo10702.33.gml;false
grafo10703.95.gml;false
grafo10704.37.gml;false
grafo10705.97.gml;false
grafo10706.37.gml;true
grafo10707.33.gml;true
grafo10708.35.gml;false
grafo10709.98.gml;false
grafo1071.10.gml;true
grafo10710.93.gml;false
grafo10711.93.gml;false
grafo10712.98.gml;false
grafo10713.92.gml;false
grafo10714.99.gml;false
grafo10715.92.gml;false
grafo10716.97.gml;false
grafo10717.96.gml;false
grafo10718.98.gml;false
grafo10719.96.gml;false
grafo1072.14.gml;true
grafo10720.96.gml;false
grafo10721.96.gml;false
grafo10722.96.gml;false
grafo10723.96.gml;false
grafo10724.92.gml;false
grafo10725.99.gml;false
grafo10726.99.gml;false
grafo10727.94.gml;false
grafo10728.34.gml;true
grafo10729.36.gml;false
grafo1073.51.gml;false
grafo10730.38.gml;false
grafo10731.32.gml;true
grafo10732.33.gml;true
grafo10733.39.gml;false
grafo10734.37.gml;false
grafo10735.99.gml;false
grafo10736.99.gml;false
grafo10737.99.gml;false
grafo10738.96.gml;false
grafo10739.93.gml;false
grafo1074.14.gml;true
grafo10740.92.gml;false
grafo10741.92.gml;false
grafo10742.99.gml;false
grafo10743.96.gml;false
grafo10744.96.gml;false
grafo10745.31.gml;true
grafo10746.36.gml;true
grafo10747.38.gml;true
grafo10748.39.gml;false
grafo10749.32.gml;false
grafo1075.47.gml;false
grafo10750.100.gml;false
grafo10751.36.gml;false
grafo10752.35.gml;false
grafo10753.33.gml;true
grafo10754.35.gml;true
grafo10755.41.gml;false
grafo10756.42.gml;false
grafo10757.96.gml;false
grafo10758.96.gml;false
grafo10759.96.gml;false
grafo1076.18.gml;true
grafo10760.96.gml;false
grafo10761.95.gml;false
grafo10762.99.gml;false
grafo10763.92.gml;false
grafo10764.96.gml;false
grafo10765.92.gml;false
grafo10766.33.gml;false
grafo10767.38.gml;false
grafo10768.35.gml;false
grafo10769.36.gml;false
grafo1077.11.gml;true
grafo10770.35.gml;false
grafo10771.92.gml;false
grafo10772.100.gml;false
grafo10773.93.gml;false
grafo10774.93.gml;false
grafo10775.94.gml;false
grafo10776.96.gml;false
grafo10777.100.gml;false
grafo10778.100.gml;false
grafo10779.96.gml;false
grafo1078.11.gml;true
grafo10780.99.gml;false
grafo10781.100.gml;false
grafo10782.95.gml;false
grafo10784.98.gml;false
grafo10785.94.gml;false
grafo10786.100.gml;false
grafo10787.95.gml;false
grafo10788.98.gml;false
grafo10789.91.gml;false
grafo1079.19.gml;true
grafo10790.98.gml;false
grafo10791.34.gml;true
grafo10792.98.gml;false
grafo10793.95.gml;false
grafo10794.100.gml;false
grafo10795.32.gml;true
grafo10796.33.gml;true
grafo10797.94.gml;false
grafo10798.37.gml;false
grafo10799.34.gml;true
grafo1080.16.gml;true
grafo10800.37.gml;false
grafo10801.35.gml;true
grafo10802.37.gml;false
grafo10803.99.gml;false
grafo10804.35.gml;false
grafo10805.98.gml;false
grafo10806.97.gml;false
grafo10807.95.gml;false
grafo10808.98.gml;false
grafo10809.99.gml;false
grafo1081.15.gml;true
grafo10810.97.gml;false
grafo10811.96.gml;false
grafo10812.98.gml;false
grafo10813.93.gml;false
grafo10814.98.gml;false
grafo10815.97.gml;false
grafo10816.93.gml;false
grafo10817.96.gml;false
grafo10818.97.gml;false
grafo10819.95.gml;false
grafo1082.23.gml;true
grafo10820.100.gml;false
grafo10821.96.gml;false
grafo10822.97.gml;false
grafo10823.96.gml;false
grafo10824.92.gml;false
grafo10825.98.gml;false
grafo10826.93.gml;false
grafo10827.99.gml;false
grafo10828.97.gml;false
grafo10829.97.gml;false
grafo1083.14.gml;true
grafo10830.92.gml;false
grafo10831.98.gml;false
grafo10832.94.gml;false
grafo10833.98.gml;false
grafo10834.93.gml;false
grafo10835.39.gml;true
grafo10836.97.gml;false
grafo10837.95.gml;false
grafo10838.37.gml;false
grafo10839.32.gml;true
grafo1084.11.gml;true
grafo10840.36.gml;false
grafo10841.35.gml;false
grafo10842.33.gml;true
grafo10843.34.gml;true
grafo10844.39.gml;false
grafo10845.41.gml;false
grafo10846.40.gml;false
grafo10847.93.gml;false
grafo10848.94.gml;false
grafo10849.95.gml;false
grafo1085.17.gml;true
grafo10850.94.gml;false
grafo10851.95.gml;false
grafo10852.94.gml;false
grafo10853.92.gml;false
grafo10854.99.gml;false
grafo10855.96.gml;false
grafo10856.91.gml;false
grafo10857.95.gml;false
grafo10858.93.gml;false
grafo10859.97.gml;false
grafo1086.18.gml;false
grafo10860.93.gml;false
grafo10861.100.gml;false
grafo10862.98.gml;false
grafo10863.94.gml;false
grafo10864.99.gml;false
grafo10865.100.gml;false
grafo10866.98.gml;false
grafo10867.95.gml;false
grafo10868.96.gml;false
grafo10869.96.gml;false
grafo1087.14.gml;true
grafo10870.94.gml;false
grafo10871.95.gml;false
grafo10872.93.gml;false
grafo10873.97.gml;false
grafo10874.94.gml;false
grafo10875.97.gml;false
grafo10876.98.gml;false
grafo10877.97.gml;false
grafo10878.94.gml;false
grafo10879.92.gml;false
grafo1088.11.gml;true
grafo10880.95.gml;false
grafo10881.97.gml;false
grafo10882.95.gml;false
grafo10883.93.gml;false
grafo10884.93.gml;false
grafo10885.98.gml;false
grafo10886.97.gml;false
grafo10887.31.gml;true
grafo10888.35.gml;false
grafo10889.36.gml;true
grafo1089.23.gml;true
grafo10890.34.gml;true
grafo10891.95.gml;false
grafo10892.37.gml;false
grafo10893.92.gml;false
grafo10894.97.gml;false
grafo10895.98.gml;false
grafo10896.96.gml;false
grafo10897.95.gml;false
grafo10898.95.gml;false
grafo10899.96.gml;false
grafo1090.29.gml;true
grafo10900.93.gml;false
grafo10901.94.gml;false
grafo10902.33.gml;false
grafo10903.93.gml;false
grafo10904.94.gml;false
grafo10905.97.gml;false
grafo10906.97.gml;false
grafo10907.99.gml;false
grafo10908.98.gml;false
grafo10909.96.gml;false
grafo1091.21.gml;true
grafo10910.94.gml;false
grafo10911.100.gml;false
grafo10912.92.gml;false
grafo10913.97.gml;false
grafo10914.96.gml;false
grafo10915.97.gml;false
grafo10916.95.gml;false
grafo10917.94.gml;false
grafo10918.98.gml;false
grafo10919.97.gml;false
grafo1092.42.gml;false
grafo10920.95.gml;false
grafo10921.97.gml;false
grafo10922.100.gml;false
grafo10923.97.gml;false
grafo10924.98.gml;false
grafo10925.95.gml;false
grafo10926.99.gml;false
grafo10927.95.gml;false
grafo10928.100.gml;false
grafo10929.94.gml;false
grafo1093.15.gml;true
grafo10930.100.gml;false
grafo10931.94.gml;false
grafo10932.94.gml;false
grafo10933.94.gml;false
grafo10934.95.gml;false
grafo10935.94.gml;false
grafo10936.98.gml;false
grafo10937.100.gml;false
grafo10938.33.gml;true
grafo10939.33.gml;true
grafo1094.17.gml;true
grafo10940.39.gml;false
grafo10941.37.gml;false
grafo10942.35.gml;false
grafo10943.95.gml;false
grafo10944.96.gml;false
grafo10945.98.gml;false
grafo10946.92.gml;false
grafo10947.97.gml;false
grafo10948.98.gml;false
grafo10949.95.gml;false
grafo1095.11.gml;true
grafo10950.97.gml;false
grafo10951.97.gml;false
grafo10952.96.gml;false
grafo10953.93.gml;false
grafo10954.94.gml;false
grafo10955.94.gml;false
grafo10956.95.gml;false
grafo10957.92.gml;false
grafo10958.98.gml;false
grafo10959.97.gml;false
grafo1096.44.gml;false
grafo10960.98.gml;false
grafo10961.96.gml;false
grafo10962.100.gml;false
grafo10963.97.gml;false
grafo10964.95.gml;false
grafo10965.99.gml;false
grafo10966.96.gml;false
grafo10967.93.gml;false
grafo10968.99.gml;false
grafo10969.98.gml;false
grafo1097.16.gml;true
grafo10970.100.gml;false
grafo10971.96.gml;false
grafo10972.95.gml;false
grafo10973.94.gml;false
grafo10974.97.gml;false
grafo10975.96.gml;false
grafo10976.92.gml;false
grafo10977.94.gml;false
grafo10978.98.gml;false
grafo10979.39.gml;false
grafo1098.10.gml;true
grafo10980.95.gml;false
grafo10981.33.gml;false
grafo10982.34.gml;true
grafo10983.34.gml;true
grafo10984.98.gml;false
grafo10985.96.gml;false
grafo10986.96.gml;false
grafo10987.96.gml;false
grafo10988.98.gml;false
grafo10989.97.gml;false
grafo1099.11.gml;true
